Age,Overall,Potential,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Position,Weight in lbs,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,Agility,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Years of experience,Height in cm
29,64,64,Right,1.0,3.0,2.0,High/ High,Normal,ST,170,55.0,66.0,64.0,59.0,58.0,61.0,43.0,36.0,40.0,58.0,68.0,57.0,59.0,63.0,69.0,60.0,68.0,61.0,79.0,13.0,62.0,50.0,69.0,59.0,13.0,12.0,9.0,13.0,15.0,5,185.42
21,64,72,Left,1.0,3.0,2.0,Medium/ Medium,Normal,ST,192,36.0,65.0,67.0,50.0,44.0,52.0,30.0,31.0,35.0,56.0,69.0,50.0,49.0,71.0,63.0,65.0,81.0,49.0,63.0,32.0,63.0,55.0,61.0,51.0,12.0,12.0,7.0,7.0,8.0,1,190.5
17,64,80,Left,1.0,3.0,3.0,High/ Medium,Normal,ST,181,49.0,63.0,64.0,61.0,58.0,64.0,49.0,59.0,50.0,64.0,66.0,60.0,59.0,64.0,60.0,59.0,65.0,62.0,40.0,15.0,59.0,59.0,62.0,64.0,11.0,9.0,14.0,6.0,14.0,1,187.96
23,64,69,Right,1.0,2.0,2.0,Medium/ Medium,Normal,CB,194,26.0,21.0,70.0,52.0,22.0,33.0,23.0,21.0,44.0,38.0,51.0,40.0,34.0,43.0,59.0,61.0,89.0,28.0,60.0,54.0,25.0,32.0,40.0,47.0,7.0,9.0,15.0,9.0,8.0,2,195.57999999999998
32,64,64,Right,1.0,3.0,3.0,Medium/ Medium,Lean,LCM,161,68.0,61.0,33.0,69.0,45.0,69.0,63.0,57.0,60.0,67.0,57.0,67.0,58.0,59.0,82.0,54.0,70.0,61.0,43.0,27.0,59.0,55.0,51.0,57.0,13.0,11.0,9.0,13.0,6.0,2,182.88
19,64,75,Right,1.0,3.0,2.0,Medium/ Medium,Lean,CDM,168,45.0,46.0,49.0,55.0,48.0,62.0,35.0,33.0,53.0,66.0,75.0,70.0,69.0,70.0,65.0,77.0,73.0,68.0,60.0,70.0,31.0,45.0,58.0,45.0,9.0,6.0,11.0,9.0,14.0,1,182.88
29,64,64,Right,1.0,2.0,2.0,Medium/ Medium,Normal,RB,168,68.0,25.0,41.0,64.0,27.0,57.0,43.0,35.0,68.0,64.0,54.0,59.0,65.0,37.0,57.0,78.0,68.0,26.0,70.0,62.0,51.0,34.0,36.0,48.0,14.0,9.0,13.0,13.0,14.0,2,182.88
24,64,67,Right,1.0,2.0,2.0,Medium/ Medium,Lean,CDM,163,46.0,48.0,56.0,67.0,36.0,58.0,37.0,45.0,54.0,64.0,56.0,49.0,68.0,53.0,62.0,73.0,67.0,49.0,66.0,63.0,38.0,39.0,48.0,51.0,7.0,14.0,7.0,9.0,12.0,7,177.8
30,64,64,Right,1.0,3.0,2.0,Medium/ Medium,Normal,LCM,154,48.0,51.0,55.0,64.0,50.0,61.0,64.0,69.0,56.0,62.0,65.0,68.0,70.0,67.0,72.0,78.0,68.0,59.0,69.0,65.0,66.0,64.0,40.0,68.0,10.0,12.0,16.0,16.0,15.0,1,177.8
26,64,65,Right,1.0,3.0,3.0,Medium/ High,Lean,RAM,143,59.0,46.0,49.0,65.0,44.0,64.0,43.0,39.0,59.0,66.0,78.0,72.0,80.0,55.0,72.0,76.0,57.0,49.0,68.0,58.0,61.0,64.0,39.0,51.0,14.0,14.0,6.0,8.0,6.0,5,170.18
18,64,80,Right,1.0,4.0,3.0,Medium/ Medium,Normal,LM,146,53.0,60.0,43.0,64.0,64.0,72.0,73.0,64.0,61.0,66.0,73.0,86.0,80.0,62.0,53.0,54.0,49.0,58.0,58.0,26.0,58.0,61.0,59.0,64.0,7.0,13.0,12.0,14.0,13.0,2,170.18
23,64,72,Right,1.0,3.0,2.0,Medium/ Medium,Normal,CB,181,36.0,22.0,63.0,53.0,32.0,31.0,29.0,28.0,42.0,46.0,48.0,34.0,53.0,50.0,70.0,57.0,67.0,23.0,59.0,63.0,29.0,38.0,42.0,58.0,5.0,11.0,6.0,9.0,10.0,2,185.42
22,64,72,Right,1.0,2.0,3.0,High/ Medium,Lean,RM,150,65.0,54.0,34.0,56.0,48.0,67.0,58.0,42.0,50.0,64.0,83.0,74.0,68.0,51.0,46.0,68.0,49.0,36.0,34.0,29.0,60.0,44.0,39.0,47.0,15.0,6.0,10.0,6.0,15.0,1,167.64000000000001
25,64,68,Right,1.0,4.0,2.0,Medium/ Medium,Normal,RCB,170,59.0,31.0,53.0,51.0,25.0,61.0,29.0,32.0,41.0,60.0,77.0,71.0,54.0,41.0,72.0,73.0,75.0,24.0,76.0,59.0,46.0,39.0,42.0,56.0,6.0,11.0,15.0,10.0,9.0,1,180.34
28,64,64,Right,1.0,4.0,2.0,High/ Medium,Lean,ST,172,33.0,60.0,62.0,53.0,54.0,61.0,56.0,33.0,31.0,59.0,86.0,83.0,68.0,64.0,84.0,70.0,70.0,59.0,65.0,20.0,65.0,45.0,63.0,60.0,12.0,14.0,12.0,12.0,13.0,1,180.34
21,64,70,Right,1.0,3.0,2.0,High/ Medium,Lean,CF,154,64.0,67.0,55.0,62.0,58.0,68.0,59.0,42.0,55.0,61.0,77.0,66.0,66.0,72.0,69.0,66.0,69.0,58.0,44.0,19.0,65.0,48.0,62.0,65.0,7.0,7.0,10.0,12.0,14.0,1,177.8
20,64,75,Left,1.0,3.0,2.0,Medium/ Medium,Lean,LB,148,66.0,39.0,52.0,64.0,43.0,60.0,42.0,39.0,59.0,65.0,68.0,78.0,81.0,61.0,60.0,63.0,62.0,41.0,67.0,58.0,60.0,54.0,46.0,51.0,6.0,9.0,9.0,6.0,12.0,2,175.26
19,64,79,Right,1.0,3.0,3.0,Medium/ Medium,Lean,LW,157,54.0,57.0,40.0,58.0,39.0,70.0,46.0,34.0,50.0,65.0,92.0,94.0,94.0,63.0,75.0,61.0,51.0,45.0,54.0,31.0,54.0,52.0,54.0,52.0,8.0,12.0,7.0,12.0,15.0,3,175.26
23,64,70,Right,1.0,3.0,3.0,Medium/ Medium,Lean,LM,154,64.0,50.0,47.0,66.0,54.0,68.0,52.0,39.0,59.0,66.0,74.0,77.0,73.0,67.0,47.0,65.0,55.0,52.0,36.0,18.0,55.0,55.0,67.0,52.0,10.0,8.0,6.0,9.0,11.0,1,175.26
31,64,64,Right,1.0,3.0,2.0,High/ High,Normal,RDM,168,57.0,56.0,48.0,65.0,57.0,62.0,55.0,62.0,63.0,64.0,66.0,65.0,60.0,64.0,72.0,87.0,72.0,59.0,76.0,55.0,63.0,60.0,55.0,62.0,10.0,7.0,14.0,16.0,15.0,2,180.34
26,64,65,Right,2.0,3.0,2.0,Medium/ Medium,Normal,RS,168,54.0,61.0,63.0,59.0,50.0,63.0,30.0,31.0,45.0,60.0,75.0,87.0,56.0,64.0,69.0,75.0,79.0,59.0,45.0,19.0,59.0,39.0,55.0,60.0,9.0,10.0,12.0,11.0,13.0,2,185.42
28,64,64,Left,1.0,3.0,3.0,Low/ Medium,Lean,LB,168,57.0,30.0,62.0,59.0,32.0,67.0,42.0,33.0,50.0,61.0,62.0,54.0,73.0,44.0,68.0,71.0,65.0,28.0,75.0,68.0,37.0,36.0,44.0,50.0,12.0,9.0,7.0,6.0,6.0,3,180.34
33,64,64,Left,1.0,3.0,2.0,Medium/ Medium,Normal,LB,174,73.0,46.0,63.0,64.0,39.0,56.0,70.0,70.0,64.0,62.0,59.0,58.0,66.0,57.0,70.0,69.0,70.0,52.0,66.0,64.0,44.0,65.0,62.0,56.0,13.0,10.0,7.0,16.0,7.0,3,180.34
21,64,71,Left,1.0,4.0,2.0,Medium/ Medium,Normal,RW,165,63.0,68.0,35.0,56.0,58.0,65.0,56.0,51.0,46.0,59.0,78.0,72.0,66.0,66.0,77.0,60.0,63.0,65.0,35.0,36.0,63.0,58.0,61.0,61.0,9.0,13.0,8.0,7.0,13.0,1,182.88
25,64,69,Right,1.0,3.0,3.0,High/ Low,Lean,CAM,139,61.0,57.0,58.0,64.0,36.0,65.0,51.0,51.0,62.0,64.0,81.0,90.0,92.0,61.0,70.0,54.0,32.0,57.0,41.0,51.0,60.0,58.0,66.0,58.0,11.0,10.0,10.0,15.0,10.0,2,170.18
24,64,68,Right,1.0,4.0,3.0,Medium/ Medium,Lean,CM,168,60.0,58.0,57.0,63.0,59.0,65.0,64.0,66.0,61.0,67.0,48.0,72.0,58.0,68.0,72.0,85.0,70.0,65.0,66.0,49.0,58.0,61.0,61.0,62.0,14.0,6.0,10.0,7.0,12.0,2,182.88
24,64,69,Left,1.0,4.0,3.0,High/ Medium,Lean,CM,170,63.0,54.0,47.0,67.0,51.0,68.0,72.0,70.0,63.0,68.0,75.0,78.0,76.0,71.0,66.0,69.0,61.0,57.0,58.0,52.0,59.0,66.0,40.0,66.0,9.0,8.0,11.0,11.0,9.0,1,182.88
21,64,69,Right,1.0,3.0,3.0,High/ Medium,Normal,RW,159,62.0,57.0,31.0,48.0,43.0,69.0,40.0,36.0,41.0,66.0,83.0,83.0,71.0,47.0,48.0,56.0,65.0,37.0,33.0,18.0,61.0,59.0,46.0,52.0,7.0,10.0,11.0,13.0,13.0,4,172.72
22,64,72,Right,1.0,3.0,3.0,High/ High,Lean,RM,154,59.0,51.0,38.0,58.0,48.0,68.0,41.0,58.0,50.0,66.0,81.0,75.0,75.0,52.0,75.0,76.0,44.0,40.0,32.0,27.0,47.0,58.0,42.0,47.0,12.0,7.0,15.0,9.0,8.0,1,172.72
25,64,67,Right,1.0,3.0,3.0,Medium/ Medium,Lean,CAM,159,71.0,63.0,34.0,64.0,62.0,67.0,74.0,76.0,63.0,64.0,73.0,83.0,73.0,73.0,66.0,65.0,49.0,65.0,55.0,35.0,57.0,59.0,55.0,58.0,14.0,11.0,12.0,13.0,9.0,2,175.26
23,64,69,Right,1.0,3.0,3.0,High/ Medium,Lean,ST,139,56.0,64.0,39.0,58.0,53.0,66.0,61.0,49.0,54.0,62.0,77.0,74.0,78.0,58.0,66.0,65.0,43.0,55.0,38.0,26.0,61.0,59.0,56.0,63.0,8.0,7.0,8.0,13.0,14.0,1,170.18
21,64,72,Right,1.0,3.0,2.0,High/ Low,Normal,ST,165,45.0,70.0,68.0,48.0,47.0,59.0,44.0,42.0,42.0,60.0,75.0,56.0,68.0,62.0,69.0,59.0,61.0,59.0,41.0,18.0,58.0,46.0,67.0,60.0,15.0,9.0,9.0,13.0,12.0,2,182.88
17,64,80,Right,1.0,3.0,2.0,Medium/ Medium,Normal,CB,163,60.0,33.0,65.0,55.0,27.0,58.0,30.0,30.0,62.0,62.0,77.0,63.0,66.0,29.0,82.0,69.0,73.0,39.0,55.0,60.0,45.0,32.0,40.0,45.0,12.0,11.0,13.0,12.0,10.0,2,185.42
22,64,74,Left,1.0,3.0,2.0,Medium/ Medium,Normal,CB,185,20.0,15.0,55.0,53.0,29.0,30.0,30.0,29.0,41.0,55.0,44.0,37.0,68.0,35.0,71.0,66.0,68.0,17.0,69.0,64.0,22.0,34.0,31.0,54.0,9.0,14.0,14.0,15.0,8.0,4,190.5
23,64,72,Right,1.0,3.0,2.0,Low/ High,Normal,CB,168,34.0,29.0,63.0,49.0,29.0,40.0,26.0,29.0,44.0,42.0,63.0,56.0,60.0,60.0,67.0,63.0,60.0,35.0,66.0,64.0,24.0,38.0,34.0,45.0,10.0,10.0,10.0,11.0,5.0,1,182.88
21,64,77,Left,1.0,2.0,2.0,Medium/ High,Normal,CB,159,49.0,48.0,57.0,63.0,38.0,58.0,50.0,39.0,62.0,65.0,64.0,69.0,67.0,68.0,68.0,68.0,74.0,44.0,71.0,55.0,48.0,60.0,45.0,51.0,10.0,9.0,8.0,13.0,7.0,1,185.42
30,64,64,Right,1.0,3.0,2.0,Medium/ Medium,Normal,CAM,154,52.0,49.0,60.0,70.0,45.0,57.0,56.0,59.0,64.0,66.0,69.0,63.0,68.0,49.0,52.0,44.0,54.0,67.0,60.0,38.0,53.0,70.0,42.0,54.0,9.0,10.0,9.0,14.0,15.0,1,177.8
19,64,74,Right,1.0,3.0,2.0,Medium/ Medium,Normal,ST,161,36.0,69.0,62.0,56.0,58.0,58.0,46.0,29.0,47.0,61.0,76.0,73.0,67.0,54.0,59.0,58.0,63.0,51.0,32.0,11.0,63.0,56.0,61.0,57.0,6.0,14.0,11.0,10.0,10.0,3,177.8
30,64,64,Right,1.0,3.0,3.0,Medium/ Low,Lean,RM,132,61.0,57.0,30.0,61.0,61.0,63.0,63.0,45.0,58.0,61.0,82.0,79.0,86.0,65.0,67.0,61.0,30.0,59.0,36.0,25.0,60.0,59.0,59.0,51.0,10.0,8.0,14.0,12.0,12.0,2,165.1
23,64,72,Left,1.0,3.0,3.0,Medium/ Medium,Normal,CM,165,64.0,56.0,46.0,65.0,56.0,63.0,65.0,48.0,63.0,65.0,65.0,71.0,77.0,62.0,56.0,71.0,61.0,55.0,48.0,58.0,62.0,63.0,45.0,64.0,6.0,9.0,6.0,7.0,12.0,2,180.34
24,64,68,Right,1.0,4.0,2.0,Medium/ Medium,Stocky,RS,165,45.0,64.0,57.0,49.0,60.0,59.0,51.0,35.0,31.0,58.0,86.0,79.0,79.0,70.0,75.0,76.0,76.0,50.0,39.0,19.0,57.0,46.0,57.0,53.0,13.0,12.0,10.0,14.0,15.0,3,177.8
26,64,65,Right,1.0,2.0,2.0,Low/ High,Lean,CB,185,22.0,17.0,60.0,60.0,27.0,47.0,28.0,26.0,57.0,53.0,74.0,44.0,47.0,34.0,71.0,66.0,72.0,19.0,65.0,61.0,27.0,34.0,34.0,55.0,14.0,9.0,11.0,7.0,7.0,5,187.96
20,64,75,Right,1.0,3.0,2.0,Medium/ Medium,Normal,ST,176,32.0,67.0,63.0,54.0,54.0,57.0,47.0,40.0,39.0,62.0,55.0,65.0,65.0,63.0,66.0,59.0,68.0,59.0,33.0,19.0,65.0,49.0,52.0,51.0,7.0,12.0,8.0,12.0,12.0,1,182.88
25,64,67,Left,1.0,3.0,2.0,High/ Medium,Lean,ST,176,41.0,64.0,75.0,59.0,54.0,53.0,54.0,36.0,54.0,59.0,46.0,52.0,53.0,67.0,69.0,74.0,76.0,58.0,70.0,23.0,65.0,50.0,62.0,64.0,14.0,6.0,15.0,8.0,14.0,1,187.96
24,64,69,Right,1.0,2.0,3.0,High/ Medium,Normal,ST,168,25.0,65.0,53.0,64.0,55.0,67.0,42.0,32.0,43.0,65.0,81.0,79.0,77.0,65.0,61.0,75.0,57.0,57.0,36.0,18.0,61.0,58.0,63.0,63.0,6.0,7.0,7.0,9.0,15.0,2,180.34
19,64,80,Right,1.0,3.0,3.0,High/ Medium,Lean,RB,146,63.0,52.0,56.0,61.0,48.0,64.0,57.0,41.0,56.0,63.0,78.0,69.0,72.0,63.0,61.0,61.0,51.0,59.0,62.0,60.0,50.0,46.0,43.0,62.0,12.0,12.0,11.0,7.0,13.0,1,177.8
20,64,78,Right,1.0,2.0,2.0,Low/ High,Normal,CB,174,31.0,26.0,65.0,51.0,33.0,30.0,35.0,29.0,38.0,46.0,54.0,63.0,60.0,48.0,72.0,75.0,75.0,37.0,69.0,70.0,31.0,29.0,40.0,48.0,5.0,7.0,11.0,10.0,14.0,1,185.42
30,64,64,Right,1.0,3.0,3.0,Medium/ Medium,Normal,CAM,157,44.0,55.0,47.0,59.0,46.0,70.0,62.0,58.0,50.0,63.0,75.0,72.0,74.0,59.0,65.0,47.0,52.0,52.0,42.0,59.0,56.0,72.0,57.0,54.0,7.0,13.0,16.0,9.0,10.0,1,175.26
21,64,72,Left,1.0,2.0,2.0,Medium/ High,Lean,LB,154,56.0,34.0,52.0,58.0,34.0,61.0,40.0,33.0,38.0,61.0,72.0,68.0,71.0,35.0,58.0,59.0,51.0,32.0,65.0,65.0,40.0,37.0,41.0,55.0,7.0,9.0,14.0,8.0,13.0,2,175.26
33,64,64,Right,1.0,3.0,2.0,Low/ High,Lean,LCB,174,43.0,39.0,67.0,49.0,51.0,58.0,44.0,38.0,41.0,59.0,50.0,60.0,61.0,61.0,72.0,52.0,71.0,57.0,66.0,61.0,13.0,50.0,51.0,60.0,8.0,13.0,12.0,11.0,13.0,8,182.88
26,64,65,Right,1.0,2.0,3.0,Low/ Medium,Normal,CM,179,52.0,52.0,70.0,65.0,51.0,64.0,53.0,46.0,56.0,65.0,66.0,67.0,63.0,63.0,75.0,80.0,78.0,55.0,76.0,63.0,59.0,59.0,51.0,64.0,14.0,15.0,7.0,11.0,14.0,1,182.88
26,64,65,Right,1.0,3.0,3.0,High/ Medium,Normal,ST,150,49.0,68.0,62.0,59.0,59.0,65.0,48.0,42.0,40.0,65.0,69.0,70.0,76.0,67.0,71.0,64.0,67.0,60.0,40.0,24.0,59.0,53.0,65.0,60.0,14.0,11.0,12.0,11.0,14.0,1,175.26
28,64,64,Left,1.0,3.0,3.0,High/ Medium,Stocky,LM,170,54.0,61.0,53.0,63.0,60.0,63.0,57.0,55.0,52.0,63.0,69.0,73.0,62.0,71.0,70.0,63.0,69.0,64.0,33.0,23.0,61.0,67.0,71.0,59.0,12.0,11.0,7.0,10.0,12.0,1,180.34
22,64,72,Left,1.0,3.0,3.0,Medium/ Medium,Normal,LW,154,63.0,62.0,53.0,65.0,60.0,63.0,55.0,54.0,63.0,65.0,77.0,84.0,78.0,66.0,58.0,58.0,53.0,60.0,57.0,45.0,53.0,54.0,63.0,54.0,13.0,9.0,12.0,8.0,12.0,3,172.72
26,64,65,Right,1.0,4.0,2.0,High/ Low,Normal,ST,196,27.0,65.0,67.0,54.0,54.0,58.0,38.0,32.0,27.0,64.0,60.0,59.0,56.0,68.0,67.0,63.0,79.0,59.0,26.0,15.0,61.0,43.0,60.0,51.0,14.0,8.0,12.0,15.0,15.0,1,187.96
25,64,69,Right,1.0,3.0,2.0,High/ Medium,Lean,CM,163,63.0,53.0,58.0,67.0,58.0,63.0,67.0,70.0,59.0,61.0,74.0,71.0,64.0,66.0,57.0,74.0,66.0,54.0,67.0,59.0,64.0,65.0,60.0,62.0,11.0,11.0,7.0,8.0,6.0,1,182.88
24,64,68,Right,1.0,2.0,2.0,Medium/ Medium,Lean,CB,190,33.0,25.0,66.0,53.0,20.0,42.0,29.0,29.0,51.0,43.0,42.0,43.0,54.0,50.0,56.0,62.0,80.0,36.0,77.0,60.0,30.0,29.0,25.0,40.0,14.0,9.0,6.0,11.0,7.0,2,190.5
29,64,64,Right,1.0,4.0,2.0,Medium/ High,Lean,RCM,165,56.0,47.0,52.0,64.0,43.0,56.0,58.0,43.0,64.0,62.0,68.0,69.0,72.0,45.0,75.0,85.0,67.0,49.0,70.0,67.0,55.0,65.0,54.0,66.0,16.0,16.0,12.0,10.0,8.0,2,180.34
19,64,75,Left,1.0,3.0,3.0,Medium/ Medium,Normal,CAM,163,51.0,49.0,47.0,73.0,52.0,66.0,59.0,58.0,64.0,72.0,65.0,68.0,66.0,62.0,34.0,48.0,56.0,44.0,52.0,40.0,55.0,66.0,59.0,65.0,9.0,15.0,11.0,6.0,15.0,1,177.8
27,64,64,Left,1.0,4.0,3.0,Medium/ Medium,Lean,RM,152,61.0,58.0,49.0,59.0,54.0,65.0,58.0,58.0,57.0,63.0,74.0,68.0,73.0,57.0,74.0,61.0,48.0,54.0,65.0,54.0,58.0,58.0,53.0,53.0,10.0,12.0,15.0,10.0,12.0,2,175.26
26,64,65,Right,1.0,3.0,2.0,Medium/ Medium,Lean,CB,165,45.0,32.0,63.0,58.0,40.0,56.0,38.0,48.0,51.0,59.0,61.0,60.0,58.0,58.0,67.0,53.0,68.0,54.0,71.0,60.0,46.0,50.0,53.0,71.0,7.0,9.0,11.0,13.0,11.0,1,180.34
23,64,69,Right,1.0,3.0,2.0,High/ Medium,Normal,CB,170,61.0,27.0,54.0,58.0,33.0,40.0,39.0,38.0,57.0,52.0,72.0,69.0,67.0,48.0,58.0,80.0,67.0,31.0,76.0,65.0,54.0,42.0,46.0,58.0,6.0,12.0,10.0,15.0,15.0,7,182.88
28,64,64,Right,1.0,4.0,2.0,Medium/ Medium,Lean,LM,150,62.0,56.0,43.0,65.0,52.0,60.0,54.0,58.0,64.0,63.0,76.0,68.0,70.0,53.0,47.0,69.0,55.0,58.0,50.0,56.0,61.0,59.0,61.0,60.0,11.0,11.0,12.0,8.0,12.0,10,175.26
23,64,68,Right,1.0,3.0,3.0,High/ Medium,Lean,RB,154,60.0,58.0,47.0,58.0,45.0,67.0,54.0,39.0,55.0,60.0,84.0,78.0,68.0,55.0,62.0,73.0,68.0,52.0,54.0,64.0,60.0,55.0,36.0,63.0,8.0,9.0,12.0,14.0,7.0,6,172.72
27,64,64,Left,1.0,3.0,3.0,High/ Medium,Normal,CM,168,62.0,56.0,57.0,67.0,56.0,68.0,60.0,67.0,64.0,66.0,65.0,77.0,72.0,70.0,72.0,73.0,71.0,65.0,57.0,54.0,52.0,61.0,60.0,55.0,6.0,6.0,7.0,15.0,6.0,2,180.34
22,64,70,Right,1.0,3.0,3.0,Medium/ Medium,Lean,CAM,143,58.0,56.0,61.0,66.0,49.0,63.0,56.0,41.0,64.0,65.0,68.0,86.0,83.0,63.0,71.0,74.0,51.0,56.0,66.0,51.0,56.0,58.0,39.0,56.0,8.0,10.0,12.0,6.0,10.0,7,177.8
26,64,64,Right,1.0,4.0,2.0,Medium/ Medium,Lean,CDM,165,46.0,45.0,44.0,67.0,53.0,59.0,51.0,54.0,63.0,63.0,70.0,76.0,67.0,40.0,72.0,58.0,69.0,56.0,52.0,67.0,61.0,63.0,50.0,63.0,9.0,13.0,6.0,16.0,14.0,1,180.34
21,64,74,Left,1.0,3.0,3.0,High/ Medium,Lean,ST,163,48.0,65.0,52.0,56.0,58.0,64.0,61.0,35.0,54.0,64.0,66.0,74.0,57.0,70.0,56.0,74.0,78.0,68.0,41.0,33.0,59.0,54.0,69.0,51.0,14.0,12.0,11.0,12.0,7.0,5,182.88
30,64,64,Right,1.0,3.0,2.0,High/ Medium,Normal,RB,154,53.0,36.0,64.0,56.0,18.0,69.0,38.0,41.0,41.0,52.0,63.0,51.0,68.0,28.0,54.0,56.0,40.0,40.0,58.0,60.0,52.0,46.0,48.0,41.0,9.0,10.0,7.0,14.0,7.0,1,177.8
26,64,67,Right,1.0,4.0,3.0,Medium/ Low,Normal,ST,179,43.0,70.0,68.0,49.0,61.0,51.0,55.0,40.0,34.0,57.0,58.0,65.0,58.0,65.0,75.0,69.0,73.0,62.0,51.0,22.0,67.0,38.0,59.0,55.0,12.0,6.0,16.0,6.0,12.0,1,187.96
26,64,64,Left,1.0,3.0,3.0,Medium/ Medium,Normal,RM,170,63.0,58.0,45.0,64.0,55.0,65.0,67.0,64.0,59.0,64.0,72.0,72.0,60.0,68.0,58.0,64.0,62.0,64.0,46.0,34.0,58.0,63.0,62.0,56.0,6.0,6.0,9.0,6.0,15.0,1,180.34
21,64,72,Right,1.0,2.0,2.0,Medium/ Medium,Lean,CB,170,33.0,36.0,68.0,55.0,32.0,34.0,29.0,24.0,48.0,41.0,55.0,65.0,56.0,38.0,80.0,63.0,69.0,19.0,65.0,66.0,41.0,40.0,39.0,61.0,15.0,12.0,13.0,16.0,9.0,1,187.96
23,64,69,Right,1.0,2.0,3.0,Medium/ Medium,Normal,ST,159,32.0,64.0,62.0,50.0,64.0,68.0,54.0,41.0,39.0,63.0,61.0,75.0,78.0,70.0,71.0,67.0,65.0,64.0,30.0,17.0,60.0,57.0,65.0,57.0,12.0,7.0,13.0,8.0,11.0,2,175.26
25,64,70,Right,1.0,3.0,2.0,Medium/ High,Lean,CB,159,25.0,19.0,59.0,54.0,20.0,37.0,22.0,21.0,56.0,47.0,63.0,40.0,63.0,39.0,67.0,58.0,78.0,31.0,65.0,60.0,13.0,14.0,26.0,47.0,9.0,14.0,7.0,10.0,8.0,8,182.88
22,64,72,Right,1.0,2.0,3.0,Low/ Medium,Normal,CDM,150,49.0,37.0,59.0,68.0,34.0,64.0,44.0,45.0,61.0,65.0,66.0,61.0,68.0,61.0,38.0,71.0,61.0,43.0,63.0,59.0,55.0,64.0,49.0,58.0,8.0,9.0,15.0,5.0,15.0,1,180.34
31,64,64,Left,1.0,3.0,2.0,Medium/ Medium,Normal,LCB,161,26.0,26.0,65.0,56.0,31.0,41.0,29.0,25.0,55.0,45.0,63.0,64.0,64.0,41.0,81.0,74.0,79.0,26.0,60.0,57.0,32.0,32.0,34.0,56.0,12.0,11.0,12.0,11.0,15.0,3,182.88
28,64,64,Right,1.0,2.0,3.0,Medium/ High,Normal,RB,174,63.0,35.0,56.0,65.0,25.0,66.0,54.0,29.0,62.0,64.0,58.0,64.0,57.0,42.0,67.0,62.0,79.0,29.0,64.0,59.0,64.0,58.0,32.0,65.0,16.0,14.0,13.0,8.0,14.0,1,180.34
25,64,67,Left,1.0,2.0,2.0,Medium/ Medium,Normal,LB,161,61.0,34.0,58.0,60.0,35.0,61.0,62.0,39.0,45.0,66.0,62.0,61.0,66.0,55.0,61.0,63.0,66.0,34.0,61.0,64.0,52.0,44.0,41.0,54.0,10.0,13.0,9.0,13.0,5.0,2,180.34
23,64,69,Left,1.0,3.0,2.0,Medium/ Medium,Lean,CB,185,21.0,24.0,67.0,39.0,25.0,26.0,21.0,21.0,29.0,31.0,58.0,47.0,41.0,40.0,65.0,55.0,88.0,23.0,72.0,63.0,27.0,24.0,32.0,55.0,14.0,9.0,12.0,11.0,7.0,2,198.12
29,64,64,Right,1.0,3.0,2.0,Medium/ Medium,Normal,ST,163,36.0,65.0,60.0,61.0,62.0,62.0,58.0,29.0,57.0,60.0,72.0,68.0,67.0,67.0,76.0,68.0,67.0,56.0,33.0,31.0,62.0,52.0,60.0,46.0,10.0,15.0,14.0,15.0,15.0,3,177.8
25,64,67,Right,1.0,3.0,2.0,High/ Medium,Normal,ST,168,45.0,63.0,58.0,51.0,40.0,60.0,37.0,31.0,46.0,60.0,81.0,63.0,84.0,64.0,54.0,75.0,74.0,51.0,52.0,14.0,63.0,46.0,60.0,65.0,12.0,8.0,13.0,14.0,16.0,1,180.34
29,64,64,Right,1.0,3.0,2.0,Medium/ Medium,Normal,RCB,187,22.0,19.0,62.0,46.0,30.0,25.0,25.0,26.0,35.0,48.0,57.0,34.0,55.0,38.0,70.0,60.0,76.0,16.0,68.0,67.0,28.0,26.0,32.0,50.0,8.0,12.0,16.0,12.0,15.0,1,185.42
22,64,75,Right,1.0,3.0,3.0,Medium/ Medium,Normal,RW,157,65.0,59.0,65.0,65.0,49.0,67.0,49.0,32.0,60.0,65.0,70.0,72.0,61.0,68.0,64.0,74.0,70.0,55.0,27.0,33.0,62.0,58.0,47.0,55.0,15.0,8.0,12.0,8.0,12.0,2,172.72
34,64,64,Right,1.0,3.0,2.0,Low/ Medium,Normal,CB,179,44.0,35.0,63.0,65.0,45.0,53.0,50.0,43.0,61.0,60.0,51.0,59.0,53.0,56.0,70.0,78.0,73.0,34.0,65.0,63.0,49.0,49.0,29.0,64.0,6.0,12.0,16.0,10.0,16.0,2,185.42
26,64,64,Right,1.0,3.0,2.0,Medium/ Medium,Lean,CDM,185,37.0,51.0,69.0,59.0,35.0,56.0,40.0,39.0,57.0,61.0,41.0,36.0,31.0,59.0,31.0,63.0,88.0,61.0,68.0,62.0,60.0,50.0,45.0,64.0,16.0,11.0,6.0,6.0,10.0,2,193.04
